PassengerId,TicketTier,PassengerName,Gender,Age,RelativesAboard,ParentsChildren,CLass,TicketCost,Berth,BoardingPort,FamilySize,Singleton,FarePerPerson,Title,Outcome
338.37610657192056,0.9775334143155932,"Partner, Mr. Austen",male,,0.005991208450654458,-0.024061809647205983,113043,29.10489087350483,C124,S,1,1,25.906873006073308,Mr,0
732.2251604589578,2.0164560683042763,"Berriman, Mr. William John",male,21.57438568468337,0.09111368716093042,-0.02134034513139369,28425,11.033566614178639,,S,1,1,10.939093954705974,Mr,0
391.31410000964485,2.9984483507970214,"Tikkanen, Mr. Juho",male,33.49075622170304,-0.07288453564729215,-0.021702379143252782,STON/O 2. 3101293,2.2345399836744155,,S,1,1,4.065967977680629,Mr,0
724.5504811324649,3.0454882694846437,"Hansen, Mr. Henrik Juul",male,25.200170687530797,0.91367985895118,0.03298624447312858,350025,10.958319773411512,,S,2,0,3.733784241948005,Mr,0
810.9942735427209,3.0047095161801405,"Andersson, Miss. Ebba Iris Alfrida",female,5.8395904716348275,4.009691266914962,1.9562657013160984,347082,33.76534299976399,,S,7,0,3.325611945350701,Miss,0
115.99448429064716,1.0061968234993839,"Baxter, Mr. Quigg Edmond",male,23.79930954277377,0.0029932251964395013,1.0087297940538509,PC 17558,247.655039832642,B58 B60,C,2,0,121.91546176036964,Mr,0
557.2716776849926,0.985008554261812,"Butt, Major. Archibald Willingham",male,45.22287076077078,0.010195992714591514,0.04821104456244332,113050,27.145245186630802,B38,S,1,1,26.419971977427902,Rare,0
371.8512305123733,1.9976521766888853,"del Carlo, Mr. Sebastiano",male,29.591411880233558,1.0143493777887194,-0.02031409079032242,SC/PARIS 2167,30.512390074785863,,C,2,0,14.555115236167602,Mr,0
23.97355863656957,3.0126904250227704,"Todoroff, Mr. Lalio",male,,-0.013128802993802207,-0.028417717924721697,349216,8.478741318892672,,S,1,1,11.891112732826302,Mr,0
62.9646106087332,0.9294911012323281,"Woolner, Mr. Hugh",male,,0.08763407701718329,-0.009124963637957381,19947,37.84906834236618,C52,S,1,1,32.61424945353709,Mr,1
860.0513058088382,1.9444153746172124,"Bystrom, Mrs. (Karolina)",female,41.878836265577974,-0.09416550464421206,0.04669761254640754,236852,12.226999501492333,,S,1,1,15.21292490940194,Mrs,1
590.0216268763917,3.0306441944478246,"Van Impe, Mr. Jean Baptiste",male,36.204871295885056,0.951267632860215,1.0076834527891088,345773,27.559158870589627,,S,3,0,9.907370962024588,Mr,0
243.10596591729112,2.0070446477268487,"Hunt, Mr. George Henry",male,32.81969820148848,-0.006073466445879506,-0.02102730291164047,SCO/W 1585,13.10855415998573,,S,1,1,10.787936070791009,Mr,0
697.4400419880678,2.99241451163901,"Jensen, Mr. Svend Lauritz",male,18.165330273875767,0.903347292711894,0.01915351491796164,350048,7.558439408956544,,S,2,0,3.9150189753777362,Mr,0
59.85796949566574,3.0007600165726247,"Sheerlinck, Mr. Jan Baptist",male,29.355958285134587,-0.01034379260710686,-0.04363254371544224,345779,6.1997761485369915,,S,1,1,8.626509767706066,Mr,1
252.78215611782406,2.0143305205394246,"Parrish, Mrs. (Lutie Davis)",female,50.532788558016975,0.09772802036257577,1.0269705709414205,230433,26.745648034649903,,S,2,0,13.354426085689932,Mrs,1
473.99872124951526,0.9777461325906722,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.48059087099121,1.0012285475812899,0.01617409342740238,19943,87.83818472476668,C93,S,2,0,47.88049699485061,Mrs,1
721.0338582470871,0.9679111078596511,"Endres, Miss. Caroline Louise",female,38.85077200082605,0.0135698752085994,-0.012184126118419552,PC 17757,225.8664373554249,C45,C,1,1,228.68092809216867,Miss,1
789.3440843384586,2.0080745459482854,"Ponesell, Mr. Martin",male,34.1312411629016,-0.07412315332007387,-0.03319413234987443,250647,10.881265617546505,,S,1,1,13.970787080539612,Mr,0
763.870863036536,0.9596624593051083,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,16.059793020475247,0.9637454939137027,-0.03509790404378984,17474,54.22941362050129,B20,S,2,0,27.678663289021358,Mrs,1
561.8139047196358,3.0168319402626653,"Andersson, Miss. Sigrid Elisabeth",female,11.28977494151199,3.9779308709523558,2.0211699237913945,347082,36.79616848981979,,S,7,0,1.635219866482633,Miss,0
324.10180645228456,2.929803816097771,"Nysveen, Mr. Johan Hansen",male,60.527764334715876,-0.018688068004932078,0.048647307801509554,345364,9.696953223005345,,S,1,1,5.839594153092222,Mr,0
535.8668306048669,3.0424312780893166,"Cacic, Miss. Marija",female,29.61675134973521,0.07538655431758198,-0.025226849466859054,315084,13.652529763511556,,S,1,1,10.96556788024112,Miss,0
517.7111185208325,2.0194848227744133,"Hart, Miss. Eva Miriam",female,7.425115639574367,0.032803504066947785,2.0181445344451157,F.C.C. 13529,23.072336069310396,,S,3,0,5.835075859905016,Miss,1
477.0119924176863,3.0105559047259716,"Turkula, Mrs. (Hedwig)",female,63.89775887170609,-0.06537618796187897,-0.08261176280532999,4134,9.772651192373413,,S,1,1,7.573637898342235,Mrs,1
764.423865716199,3.040515576948118,"Barah, Mr. Hanna Assi",male,20.015421955747055,0.014499462285270303,-0.02314119600099507,2663,3.8680508752150784,,C,1,1,7.470208786870198,Mr,1
519.2251890372959,3.0686662024096565,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0.02930550676535138,1.9987705797900803,2668,20.55055323295693,,C,3,0,5.573343923694056,Mrs,1
718.8226743476287,3.0418216805634066,"Larsson, Mr. August Viktor",male,30.23411084537214,0.06706380334199612,-0.036008422508100844,7545,7.097568639301509,,S,1,1,7.970600713134271,Mr,0
383.28985871466716,0.9241022022285497,"Carter, Mr. William Ernest",male,36.17454676379212,1.0929677315831616,1.9629298318564083,113760,123.22102987038136,B96 B98,S,4,0,29.191472157915353,Mr,1
492.25565242349154,2.9472440473111194,"Yousseff, Mr. Gerious",male,,-0.059708051276032265,-0.0264330292964811,2627,13.428706505678383,,C,1,1,11.85172920266994,Mr,0
475.2761502539326,2.9742392211012225,"Rouse, Mr. Richard Henry",male,50.409996157674435,-0.047694807286526725,0.011566000895431167,A/5 3594,10.826158557099607,,S,1,1,6.190681607016719,Mr,0
401.77690072584943,1.0010757134946227,"Widener, Mr. Harry Elkins",male,25.723441816763504,-0.0739709909564821,1.992584868189436,113503,213.0697939151958,C82,C,3,0,71.84264154828332,Mr,0
365.8267419141724,3.021342674573543,"Adahl, Mr. Mauritz Nils Martin",male,30.546174892780392,-0.013765096736499597,-0.08859694968145464,C 7076,13.235951087250786,,S,1,1,4.754607157744973,Mr,0
399.42261839244316,0.970078152962814,"Minahan, Miss. Daisy E",female,33.2763409509891,1.0274312964832435,-0.08394466215778272,19928,86.1556990010093,C78,Q,2,0,41.95012173185385,Miss,1
479.55865629752316,3.007700246914997,"Scanlan, Mr. James",male,,0.05807522141067988,-0.02402182706840673,36209,10.997087940835803,,Q,1,1,6.52246354417957,Mr,0
394.3285536104069,2.9688561553722845,"Lefebre, Miss. Ida",female,,2.995532545008509,1.0181168213680163,4133,28.445699623258555,,S,5,0,6.490432503312557,Miss,0
10.681092400269604,2.9747876015888655,"Palsson, Master. Gosta Leonard",male,1.8996190040631666,2.9811865022253516,0.8912442357714441,349909,18.54569799530365,,S,5,0,3.8391329141623487,Master,0
555.8445550022739,1.9420044685049866,"Christy, Miss. Julie Rachel",female,,1.0089264366358153,0.9802189476173832,237789,32.61701227458505,,S,3,0,9.11324836114957,Miss,1
138.9506452679577,0.9619358188535688,"Williams, Mr. Charles Duane",male,50.848457523202526,-0.04912327899694598,0.979169285921104,PC 17597,62.25266477613396,,C,2,0,30.774268184408083,Mr,0
883.5270232631224,1.94427110603116,"Shelley, Mrs. William (Imanita Parrish Hall)",female,,0.12290710176712608,1.0549552210894992,230433,25.408908291567972,,S,2,0,9.667946672902533,Mrs,1
435.47937880430385,2.9597655127414852,"Wiseman, Mr. Phillippe",male,,-0.09456295564926354,-0.015240497751393118,A/4. 34244,5.109023026263019,,S,1,1,8.194250788286325,Mr,0
104.19978113627333,3.043440823192273,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0.010866479235397164,0.015160031414286342,349215,6.027211012763358,,S,1,1,8.627667177778667,Mr,0
198.51547259344892,1.9608570299683743,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,25.210685681059786,0.11902893827290238,0.005591447186573196,248747,18.32638849395056,,S,1,1,12.21874786275858,Miss,0
421.1348609846577,3.1085310436822704,"Rosblom, Mr. Viktor Richard",male,18.286138020847027,1.000399968269867,0.9156647944171254,370129,20.214274288992666,,S,3,0,8.65752053336598,Mr,0
280.0208472571999,1.0203391093431786,"Saalfeld, Mr. Adolphe",male,,-0.011178135524433214,0.030408304157093544,19988,32.53234640360214,C106,S,1,1,28.347934277479858,Mr,1
875.7596685939395,3.007620648112883,"Sutehall, Mr. Henry Jr",male,,-0.021025014038467755,0.008526140226862412,SOTON/OQ 392076,4.994866568478568,,S,1,1,9.202853818968563,Mr,0
242.08697763695153,1.9646105833266956,"Hamalainen, Mrs. William (Anna)",female,24.867561350132338,-0.01061067620241686,2.020119034362243,250649,12.473570471035902,,S,3,0,5.128217300012031,Mrs,1
492.5698246829807,3.028873225938028,"Karlsson, Mr. Nils August",male,21.557905599457456,0.08075123252612282,0.15541409633437275,350060,10.332312065162512,,S,1,1,6.87841791710433,Mr,0
310.4108806263469,0.9762669048315225,"Allison, Master. Hudson Trevor",male,0.8228371596793055,0.8698978228026748,1.9175035865454675,113781,148.04315797301834,C22 C26,S,4,0,37.84956694684113,Master,1
294.36860958557406,2.0050303687674456,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.01064898441373,1.0901968889217353,0.06826947100888421,244367,24.9210767950647,,S,2,0,12.79526241735982,Mrs,1
7.160126935351317,3.105550273482174,"Heikkinen, Miss. Laina",female,25.43094641264787,-0.08375745557194898,-0.011378169079760435,STON/O2. 3101282,8.01341942692536,,S,1,1,10.254169028253592,Miss,1
401.05686390450586,1.9960395258300871,"Gale, Mr. Shadrach",male,,0.9843154545903444,0.011373473887058765,28664,21.289399085019422,,S,2,0,8.44492925826099,Mr,0
734.310642572468,1.0473836360018218,"Ryerson, Miss. Susan Parker ""Suzette""",female,20.912312236245505,1.97475175401113,1.9981984675904758,PC 17608,261.90963031337606,B57 B59 B63 B66,C,5,0,51.01957011527285,Miss,1
268.85182620934506,2.97100858863495,"Smith, Mr. Thomas",male,,0.03461882561545143,-0.01679274443296722,384461,8.7785283865978,,Q,1,1,9.72800412280678,Mr,0
381.23449873771705,2.998557452035088,"Moussa, Mrs. (Mantoura Boulos)",female,,-0.09400200643048436,-0.022555962278753172,2626,9.029569376950356,,C,1,1,6.092495117595064,Mrs,1
170.95444352007712,3.0730087184933854,"Smiljanic, Mr. Mile",male,,0.027185092247558235,0.013043097795482773,315037,10.571438374109054,,S,1,1,10.381358601391593,Mr,0
544.2273245433985,2.9741506409555667,"Ohman, Miss. Velin",female,22.523728610772444,0.11907031264569848,-0.06005499327357974,347085,5.213412001482637,,S,1,1,11.018734439566071,Miss,1
826.0307733334517,1.074725829600265,"Stone, Mrs. George Nelson (Martha Evelyn)",female,61.72969486728991,-0.08018217818567092,0.029710524876416504,113572,79.26162966487665,B28,,1,1,79.23308887209183,Mrs,1
682.2522866103262,3.029180056059938,"Turja, Miss. Anna Sofia",female,19.252053875504828,0.011158556195326762,-0.016474417029979885,4138,12.946263180978208,,S,1,1,11.14222468385557,Miss,1
393.52265444530076,0.976809936885747,"Bidois, Miss. Rosalie",female,41.71026258909046,-0.038937929242335655,-0.04473206113685601,PC 17757,229.8497196637366,,C,1,1,225.32293330077766,Miss,1
620.8490457972691,2.0260736740571437,"Kirkland, Rev. Charles Leonard",male,57.162897087535136,0.02505077395762691,-0.017813068615182687,219533,8.782657021971398,,Q,1,1,13.790568762876012,Rare,0
300.6167753343331,3.040097655604695,"Johnson, Mr. William Cahoone Jr",male,19.67613109821206,0.0011262762460526854,0.049762323146118885,LINE,0.9133122499079901,,S,1,1,0.38064302385522836,Mr,0
